"","seqnames","start","end","width","strand","n","tx_names"
"1590","PAR",4825698,4827487,1790,"+",2,c("g9771.t1", "g9771.t2")
"1591","PAR",4828971,4839220,10250,"+",5,c("g9773.t1", "g9774.t1", "g9775.t1", "g9776.t1", "g9777.t1")
"1592","PAR",4840680,4845759,5080,"-",2,c("g9778.t1", "g9778.t2")
"1593","PAR",5034869,5045518,10650,"+",2,c("g9827.t1", "g9828.t1")
"1594","PAR",5128267,5130961,2695,"-",2,c("g9856.t1", "g9857.t1")
"1595","PAR",5139325,5140667,1343,"+",2,c("g9860.t1", "g9861.t1")
"1596","PAR",5156976,5162207,5232,"-",2,c("g9868.t1", "g9869.t1")
"1597","PAR",5177208,5180165,2958,"-",2,c("g9875.t1", "g9876.t1")
"1598","PAR",5184624,5192113,7490,"-",2,c("g9878.t1", "g9879.t1")
"1599","PAR",5193671,5197127,3457,"-",2,c("g9880.t1", "g9881.t1")
"1600","PAR",5197603,5201464,3862,"+",3,c("g9882.t1", "g9883.t1", "g9884.t1")
"1601","PAR",5370559,5372972,2414,"-",2,c("g9915.t1", "g9916.t1")
"1602","PAR",5414242,5419337,5096,"-",3,c("g9925.t1", "g9925.t2", "g9926.t1")
"1603","PAR",5470302,5472056,1755,"+",2,c("g9932.t2", "g9932.t1")
"1604","PAR",5483515,5489453,5939,"+",2,c("g9933.t1", "g9933.t2")
"1605","PAR",5521394,5523915,2522,"+",2,c("g9940.t1", "g9941.t1")
"1606","PAR",5564878,5579124,14247,"+",4,c("g9951.t2", "g9951.t3", "g9951.t1", "g9951.t4")
"1607","PAR",5572298,5575283,2986,"-",2,c("g9952.t1", "g9953.t1")
"1608","PAR",5575345,5579124,3780,"+",2,c("g9951.t1", "g9951.t4")
"1609","PAR",5594214,5599024,4811,"+",2,c("g9959.t1", "g9959.t2")
"1610","PAR",5605151,5608089,2939,"-",2,c("g9961.t1", "g9962.t1")
"1611","PAR",5752503,5759282,6780,"+",2,c("g9987.t1", "g9988.t1")
"1612","PAR",5760554,5763530,2977,"+",2,c("g9989.t1", "g9990.t1")
"1613","PAR",5793225,5797919,4695,"+",2,c("g10001.t1", "g10002.t1")
"1614","PAR",5819397,5826010,6614,"+",2,c("g10011.t1", "g10012.t1")
"1615","PAR",5835050,5837423,2374,"+",2,c("g10015.t1", "g10015.t2")
"1616","PAR",5902022,5916130,14109,"+",4,c("g10035.t1", "g10036.t1", "g10036.t3", "g10036.t2")
"1617","PAR",5924632,5930120,5489,"+",4,c("g10039.t1", "g10039.t2", "g10039.t3", "g10040.t1")
"1618","PAR",5943410,5947976,4567,"+",3,c("g10042.t1", "g10043.t1", "g10044.t1")
"1619","PAR",5948123,5951853,3731,"-",2,c("g10045.t1", "g10046.t1")
"1620","PAR",5957307,5962897,5591,"+",2,c("g10050.t1", "g10051.t1")
"1621","PAR",5985333,5987633,2301,"-",3,c("g10055.t1", "g10056.t1", "g10057.t1")
"1622","PAR",5999092,6004814,5723,"-",2,c("g10062.t1", "g10063.t1")
"1623","PAR",6022200,6025138,2939,"+",3,c("g10068.t1", "g10069.t1", "g10070.t1")
"1624","PAR",6035521,6038076,2556,"-",2,c("g10071.t1", "g10072.t1")
"1625","PAR",6041309,6044549,3241,"-",2,c("g10073.t1", "g10073.t2")
"1626","PAR",6048677,6063217,14541,"-",2,c("g10075.t1", "g10076.t1")
"1627","PAR",6066476,6068626,2151,"+",2,c("g10077.t1", "g10078.t1")
"1628","PAR",6114508,6119628,5121,"+",2,c("g10095.t1", "g10096.t1")
"1629","PAR",6124058,6126777,2720,"+",2,c("g10098.t1", "g10099.t1")
"1630","PAR",6146352,6150017,3666,"+",2,c("g10103.t1", "g10103.t2")
"1631","PAR",6158386,6161834,3449,"-",3,c("g10106.t1", "g10107.t1", "g10108.t1")
"1632","PAR",6183912,6185003,1092,"-",2,c("g10116.t1", "g10116.t2")
"1633","PAR",6187783,6200280,12498,"-",4,c("g10117.t1", "g10118.t1", "g10119.t1", "g10120.t1")
"1634","PAR",6226065,6227081,1017,"+",2,c("g10129.t1", "g10129.t2")
"1635","PAR",6239522,6244657,5136,"-",2,c("g10134.t1", "g10135.t1")
"1636","PAR",6246608,6252233,5626,"+",3,c("g10136.t1", "g10137.t1", "g10138.t1")
"1637","PAR",6253078,6260208,7131,"+",6,c("g10139.t1", "g10140.t1", "g10141.t1", "g10142.t1", "g10142.t2", "g10143.t1")
"1638","PAR",6301833,6309330,7498,"-",2,c("g10151.t1", "g10152.t1")
"1639","PAR",6338920,6345800,6881,"-",4,c("g10158.t1", "g10159.t1", "g10159.t2", "g10160.t1")
"1640","PAR",6368931,6372849,3919,"+",2,c("g10165.t1", "g10165.t2")
"1641","PAR",6377619,6385383,7765,"+",3,c("g10167.t2", "g10167.t1", "g10168.t1")
"1642","PAR",6386446,6393555,7110,"-",2,c("g10169.t1", "g10170.t1")
"1643","PAR",6393814,6397635,3822,"+",2,c("g10171.t1", "g10172.t1")
"1644","PAR",6409376,6412964,3589,"-",3,c("g10174.t1", "g10175.t1", "g10176.t1")
"1645","PAR",6413660,6417493,3834,"-",2,c("g10177.t1", "g10178.t1")
"1646","PAR",6417621,6432033,14413,"+",2,c("g10179.t1", "g10180.t1")
"1647","PAR",6498937,6505684,6748,"+",2,c("g10196.t1", "g10197.t1")
"1648","PAR",6506249,6510451,4203,"+",2,c("g10198.t1", "g10199.t1")
"1649","PAR",6510827,6513686,2860,"-",3,c("g10200.t1", "g10201.t1", "g10202.t1")
"1650","PAR",6514249,6518966,4718,"+",2,c("g10203.t1", "g10204.t1")
"1651","PAR",6520468,6531384,10917,"+",2,c("g10205.t1", "g10206.t1")
"1652","PAR",6585153,6587745,2593,"-",2,c("g10225.t2", "g10225.t1")
"1653","PAR",6598811,6614235,15425,"-",3,c("g10228.t1", "g10229.t1", "g10230.t1")
"1654","PAR",6614950,6619281,4332,"-",2,c("g10231.t1", "g10232.t1")
"1655","PAR",6624537,6641659,17123,"-",5,c("g10234.t1", "g10235.t1", "g10236.t1", "g10237.t1", "g10238.t1")
"1656","PAR",6642319,6648688,6370,"+",4,c("g10239.t1", "g10240.t1", "g10241.t1", "g10242.t1")
"1657","PAR",6649010,6651496,2487,"-",2,c("g10243.t1", "g10243.t2")
"1658","PAR",6686432,6697097,10666,"+",3,c("g10248.t1", "g10248.t2", "g10248.t3")
"1659","PAR",6706758,6711084,4327,"+",2,c("g10251.t1", "g10252.t1")
"1660","PAR",6754042,6769113,15072,"-",3,c("g10267.t1", "g10268.t1", "g10269.t1")
"1661","PAR",6772005,6778018,6014,"+",2,c("g10271.t1", "g10272.t1")
"1662","PAR",6778431,6785314,6884,"-",3,c("g10273.t1", "g10273.t2", "g10274.t1")
"1663","PAR",6838091,6839777,1687,"+",2,c("g10297.t1", "g10298.t1")
"1664","PAR",6846146,6855466,9321,"+",5,c("g10302.t1", "g10303.t3", "g10303.t1", "g10303.t2", "g10305.t1")
"1665","PAR",6866154,6876183,10030,"+",5,c("g10310.t1", "g10311.t1", "g10312.t1", "g10313.t1", "g10313.t2")
"1666","PAR",6890543,6898292,7750,"-",2,c("g10319.t1", "g10320.t1")
"1667","PAR",6911251,6916458,5208,"+",2,c("g10328.t1", "g10329.t1")
"1668","PAR",6952742,6957877,5136,"+",2,c("g10331.t1", "g10332.t1")
"1669","PAR",6966957,6975087,8131,"-",2,c("g10338.t1", "g10339.t1")
"1670","PAR",6976098,6994735,18638,"+",4,c("g10340.t1", "g10341.t1", "g10341.t2", "g10343.t1")
"1671","PAR",6994976,6995419,444,"+",3,c("g10341.t1", "g10341.t2", "g10343.t1")
"1672","PAR",7061303,7061818,516,"-",2,c("g10372.t1", "g10372.t2")
"1673","PAR",7064633,7078916,14284,"-",12,c("g10374.t1", "g10375.t3", "g10375.t1", "g10375.t2", "g10376.t1", "g10377.t1", "g10378.t1", "g10379.t1", "g10380.t1", "g10381.t1", "g10382.t1", "g10383.t1")
"1674","PAR",7078988,7085035,6048,"+",3,c("g10384.t1", "g10384.t2", "g10384.t3")
"1675","PAR",7105380,7108854,3475,"-",2,c("g10387.t1", "g10387.t2")
"1676","PAR",7109789,7117515,7727,"+",3,c("g10388.t1", "g10389.t1", "g10390.t1")
"1677","PAR",7121679,7130645,8967,"+",2,c("g10391.t1", "g10391.t2")
"1678","PAR",7143636,7146290,2655,"-",2,c("g10393.t1", "g10394.t1")
"1679","PAR",7157620,7162355,4736,"-",3,c("g10396.t1", "g10397.t1", "g10398.t1")
"1680","PAR",7183857,7188135,4279,"+",2,c("g10409.t1", "g10410.t1")
"1681","PAR",7196096,7200541,4446,"+",2,c("g10413.t1", "g10414.t1")
"1682","PAR",7242230,7245893,3664,"+",2,c("g10418.t1", "g10419.t1")
"1683","PAR",7245952,7259490,13539,"-",4,c("g10420.t1", "g10421.t1", "g10422.t1", "g10423.t1")
"1684","PAR",7260721,7262628,1908,"-",2,c("g10424.t1", "g10425.t1")
"1685","PAR",7311530,7312873,1344,"+",2,c("g10439.t2", "g10439.t1")
"1686","PAR",7313312,7321222,7911,"-",3,c("g10440.t1", "g10441.t1", "g10442.t1")
"1687","PAR",7321651,7329375,7725,"-",4,c("g10444.t1", "g10445.t1", "g10446.t1", "g10446.t2")
"1688","PAR",7352904,7354251,1348,"+",2,c("g10456.t1", "g10457.t1")
"1689","PAR",7363670,7384330,20661,"+",8,c("g10462.t1", "g10463.t1", "g10464.t1", "g10465.t2", "g10465.t1", "g10466.t1", "g10467.t1", "g10468.t1")
"1690","PAR",7427876,7434550,6675,"-",4,c("g10477.t1", "g10478.t1", "g10479.t1", "g10480.t1")
"1691","PAR",7435495,7452688,17194,"+",7,c("g10481.t1", "g10482.t1", "g10483.t1", "g10484.t1", "g10484.t2", "g10485.t1", "g10486.t1")
"1692","PAR",7456518,7459990,3473,"+",2,c("g10488.t1", "g10488.t2")
"1693","PAR",7460227,7462456,2230,"-",2,c("g10489.t1", "g10490.t1")
"1694","PAR",7500441,7507629,7189,"-",4,c("g10502.t1", "g10503.t1", "g10504.t1", "g10505.t1")
"1695","PAR",7525292,7526399,1108,"+",2,c("g10515.t1", "g10516.t1")
"1696","PAR",7531403,7538156,6754,"+",2,c("g10520.t1", "g10521.t1")
"1697","PAR",7539272,7549232,9961,"+",5,c("g10522.t1", "g10523.t1", "g10524.t1", "g10525.t1", "g10526.t1")
"1698","PAR",7549651,7553831,4181,"-",2,c("g10528.t1", "g10529.t1")
"1699","PAR",7659617,7664830,5214,"+",2,c("g10559.t1", "g10560.t1")
"1700","PAR",7676875,7685349,8475,"+",2,c("g10565.t1", "g10566.t1")
"1701","PAR",7690289,7694177,3889,"+",2,c("g10569.t1", "g10570.t1")
"1702","PAR",7746763,7748524,1762,"-",2,c("g10578.t1", "g10579.t1")
"1703","PAR",7803607,7817958,14352,"+",7,c("g10600.t1", "g10601.t1", "g10602.t1", "g10603.t1", "g10604.t1", "g10605.t1", "g10606.t1")
"1704","PAR",7821878,7832669,10792,"+",2,c("g10607.t1", "g10608.t1")
"1705","PAR",7854607,7860134,5528,"+",2,c("g10613.t1", "g10614.t1")
"1706","PAR",7938119,7943001,4883,"+",2,c("g10633.t2", "g10633.t1")
"1707","PAR",7973679,7990035,16357,"+",7,c("g10640.t1", "g10641.t1", "g10642.t1", "g10643.t1", "g10644.t1", "g10645.t1", "g10646.t1")
"1708","PAR",8019473,8023262,3790,"+",3,c("g10659.t1", "g10660.t1", "g10661.t1")
"1709","PAR",8061450,8081067,19618,"+",2,c("g10673.t1", "g10674.t1")
"1710","PAR",8096975,8100149,3175,"-",3,c("g10680.t1", "g10681.t1", "g10682.t1")
"1711","PAR",8157055,8169535,12481,"+",3,c("g10700.t1", "g10701.t1", "g10702.t1")
"1712","PAR",8170077,8174619,4543,"+",2,c("g10703.t1", "g10704.t1")
"1713","PAR",8177872,8180334,2463,"+",2,c("g10706.t1", "g10707.t1")
"1714","PAR",8193944,8197050,3107,"+",2,c("g10712.t1", "g10713.t1")
"1715","PAR",8224022,8226617,2596,"+",2,c("g10721.t1", "g10722.t1")
"1716","PAR",8238495,8241852,3358,"+",2,c("g10727.t1", "g10728.t1")
"1717","PAR",8273376,8276914,3539,"-",2,c("g10737.t1", "g10738.t1")
"1718","PAR",8288199,8290577,2379,"+",3,c("g10741.t1", "g10742.t1", "g10743.t1")
"1719","PAR",8344232,8345512,1281,"-",2,c("g10759.t1", "g10760.t1")
"1720","PAR",8366909,8372493,5585,"-",2,c("g10769.t1", "g10770.t1")
"1721","PAR",8373077,8380273,7197,"-",2,c("g10771.t1", "g10772.t1")
"1722","PAR",8431914,8473850,41937,"-",7,c("g10792.t1", "g10792.t2", "g10793.t1", "g10793.t2", "g10794.t1", "g10795.t1", "g10796.t1")
"1723","PAR",8509433,8527908,18476,"-",5,c("g10804.t1", "g10804.t2", "g10805.t1", "g10805.t2", "g10805.t3")
"1724","PAR",8538346,8550099,11754,"-",4,c("g10810.t1", "g10811.t1", "g10811.t2", "g10812.t1")
"1725","PAR",8560504,8579463,18960,"-",2,c("g10814.t1", "g10815.t1")
"1726","PAR",8586426,8592579,6154,"-",2,c("g10820.t1", "g10821.t1")
"1727","PAR",8593498,8608102,14605,"-",3,c("g10822.t1", "g10823.t1", "g10824.t1")
"1728","PAR",8629800,8632403,2604,"+",2,c("g10831.t1", "g10832.t1")
"1729","PAR",8632605,8649114,16510,"-",6,c("g10833.t2", "g10833.t1", "g10834.t1", "g10835.t1", "g10836.t1", "g10837.t1")
"1730","PAR",8655770,8659637,3868,"+",3,c("g10839.t1", "g10840.t1", "g10841.t1")
"1731","PAR",8670260,8690988,20729,"+",4,c("g10844.t1", "g10845.t1", "g10845.t2", "g10845.t3")
"1732","PAR",8691746,8699420,7675,"+",3,c("g10846.t1", "g10846.t2", "g10847.t1")
"1733","PAR",8768637,8769091,455,"+",2,c("g10856.t1", "g10856.t2")
"1734","PAR",8775074,8787564,12491,"+",3,c("g10859.t1", "g10859.t2", "g10859.t3")
"1735","PAR",8790205,8800543,10339,"+",4,c("g10862.t1", "g10862.t4", "g10862.t3", "g10862.t2")
"1736","PAR",8800718,8804721,4004,"-",3,c("g10863.t1", "g10864.t1", "g10865.t1")
"1737","PAR",8807237,8808857,1621,"-",2,c("g10867.t1", "g10868.t1")
"1738","PAR",8809694,8815693,6000,"-",4,c("g10869.t2", "g10869.t1", "g10870.t1", "g10871.t1")
"1739","PAR",8815829,8825966,10138,"+",3,c("g10872.t1", "g10873.t1", "g10874.t1")
"1740","PAR",8827871,8828868,998,"+",2,c("g10875.t1", "g10876.t1")
"1741","PAR",8834777,8835445,669,"-",2,c("g10878.t1", "g10878.t2")
"1742","PAR",8841768,8845691,3924,"-",2,c("g10880.t1", "g10881.t1")
"1743","PAR",8855185,8867016,11832,"+",10,c("g10884.t1", "g10885.t1", "g10886.t1", "g10887.t1", "g10888.t1", "g10889.t1", "g10890.t1", "g10891.t1", "g10892.t1", "g10893.t1")
"1744","PAR",8867717,8871760,4044,"+",3,c("g10894.t1", "g10895.t1", "g10896.t1")
"1745","PAR",8964926,8966612,1687,"+",2,c("g10928.t1", "g10928.t2")
"1746","PAR",8973545,8975932,2388,"+",2,c("g10932.t1", "g10933.t1")
"1747","PAR",8981640,8984865,3226,"+",2,c("g10934.t1", "g10935.t1")
"1748","PAR",8989068,8991698,2631,"+",2,c("g10937.t1", "g10938.t1")
"1749","PAR",9000266,9019640,19375,"+",6,c("g10943.t1", "g10944.t1", "g10945.t1", "g10946.t1", "g10947.t1", "g10948.t1")
"1750","PAR",9021549,9022992,1444,"+",2,c("g10950.t2", "g10950.t1")
"1751","PAR",9023192,9026263,3072,"-",2,c("g10951.t1", "g10952.t1")
"1752","PAR",9035914,9042926,7013,"-",2,c("g10954.t1", "g10955.t1")
"1753","PAR",9043450,9050335,6886,"-",2,c("g10956.t1", "g10957.t1")
"1754","PAR",9089971,9095420,5450,"-",3,c("g10967.t1", "g10968.t1", "g10969.t1")
"1755","PAR",9105108,9108226,3119,"+",3,c("g10973.t1", "g10973.t2", "g10974.t1")
"1756","PAR",9117911,9119211,1301,"-",2,c("g10976.t1", "g10977.t1")
"1757","PAR",9156030,9161334,5305,"-",2,c("g10985.t1", "g10986.t1")
"1758","PAR",9166186,9168833,2648,"+",2,c("g10988.t1", "g10989.t1")
"1759","PAR",9171531,9179671,8141,"+",2,c("g10991.t1", "g10992.t1")
"1760","PAR",9238798,9241419,2622,"+",2,c("g11006.t1", "g11007.t1")
"1761","PAR",9265094,9282869,17776,"+",5,c("g11016.t1", "g11017.t1", "g11018.t1", "g11019.t1", "g11020.t1")
"1762","PAR",9359575,9363535,3961,"-",3,c("g11048.t1", "g11049.t1", "g11049.t2")
"1763","PAR",9454694,9456816,2123,"+",2,c("g11072.t1", "g11073.t1")
"1764","PAR",9456913,9458051,1139,"-",2,c("g11074.t1", "g11074.t2")
"1765","PAR",9467170,9470528,3359,"+",3,c("g11079.t2", "g11079.t1", "g11079.t3")
"1766","PAR",9470859,9493255,22397,"-",7,c("g11080.t1", "g11081.t1", "g11082.t1", "g11083.t1", "g11083.t2", "g11083.t3", "g11084.t1")
"1767","PAR",9514256,9517545,3290,"-",2,c("g11093.t1", "g11094.t1")
"1768","PAR",9523267,9527159,3893,"+",2,c("g11096.t1", "g11097.t1")
"1769","PAR",9528425,9537883,9459,"-",4,c("g11098.t1", "g11099.t1", "g11100.t1", "g11101.t1")
"1770","PAR",9538413,9541197,2785,"-",3,c("g11102.t1", "g11102.t2", "g11103.t1")
"1771","PAR",9542784,9546210,3427,"-",2,c("g11104.t1", "g11105.t1")
"1772","PAR",9555863,9560087,4225,"-",4,c("g11108.t1", "g11109.t3", "g11109.t2", "g11109.t1")
"1773","PAR",9581080,9582669,1590,"+",2,c("g11117.t1", "g11117.t2")
"1774","PAR",9647655,9651615,3961,"-",4,c("g11138.t1", "g11139.t1", "g11140.t2", "g11140.t1")
"1775","PAR",9674417,9679594,5178,"+",2,c("g11148.t1", "g11149.t1")
"1776","PAR",9720372,9725845,5474,"-",3,c("g11164.t1", "g11165.t1", "g11166.t1")
"1777","PAR",9727807,9729820,2014,"-",2,c("g11168.t1", "g11168.t2")
"1778","PAR",9730515,9733023,2509,"-",2,c("g11169.t1", "g11170.t1")
"1779","PAR",9738552,9739929,1378,"-",2,c("g11173.t2", "g11173.t1")
"1780","PAR",9771692,9794368,22677,"-",9,c("g11184.t1", "g11185.t1", "g11186.t1", "g11187.t1", "g11188.t1", "g11189.t1", "g11190.t1", "g11191.t1", "g11192.t1")
"1781","PAR",9811028,9812805,1778,"+",2,c("g11195.t1", "g11196.t1")
"1782","PAR",9830094,9833905,3812,"+",2,c("g11200.t1", "g11201.t1")
"1783","PAR",9835504,9838614,3111,"+",2,c("g11203.t1", "g11204.t1")
"1784","PAR",9839396,9847888,8493,"-",2,c("g11205.t2", "g11205.t1")
"1785","PAR",9851063,9852498,1436,"-",2,c("g11207.t1", "g11207.t2")
"1786","PAR",9852687,9859801,7115,"+",6,c("g11208.t1", "g11209.t1", "g11210.t1", "g11211.t1", "g11212.t2", "g11212.t1")
"1787","PAR",9860232,9868698,8467,"+",3,c("g11214.t1", "g11214.t2", "g11215.t1")
"1788","PAR",9869342,9870848,1507,"+",3,c("g11216.t2", "g11216.t3", "g11216.t1")
"1789","PAR",9888383,9892273,3891,"+",3,c("g11222.t1", "g11223.t1", "g11224.t1")
"1790","PAR",9900411,9901759,1349,"-",2,c("g11228.t1", "g11228.t2")
"1791","PAR",9909826,9913279,3454,"+",2,c("g11230.t1", "g11231.t1")
"1792","PAR",9921585,9927880,6296,"-",2,c("g11235.t1", "g11236.t1")
"1793","PAR",9941300,9943135,1836,"-",2,c("g11244.t1", "g11244.t2")
"1794","PAR",9948891,9951116,2226,"-",2,c("g11246.t1", "g11247.t1")
"1795","PAR",9969564,9972488,2925,"-",2,c("g11252.t1", "g11253.t1")
"1796","PAR",9983624,9990430,6807,"-",3,c("g11257.t1", "g11257.t2", "g11258.t1")
"1797","PAR",9991049,9999723,8675,"-",6,c("g11259.t1", "g11260.t2", "g11260.t1", "g11261.t1", "g11262.t1", "g11263.t1")
"1798","PAR",10005733,10007783,2051,"-",2,c("g11266.t1", "g11266.t2")
"1799","PAR",10007671,10012180,4510,"+",3,c("g11267.t1", "g11267.t2", "g11268.t1")
"1800","PAR",10013345,10031342,17998,"+",5,c("g11269.t1", "g11270.t1", "g11271.t1", "g11272.t1", "g11273.t1")
"1801","PAR",10065650,10068445,2796,"+",3,c("g11276.t1", "g11277.t1", "g11277.t2")
"1802","PAR",10080463,10084014,3552,"-",2,c("g11281.t1", "g11282.t1")
"1803","PAR",10086394,10090467,4074,"-",2,c("g11283.t1", "g11284.t1")
"1804","PAR",10277662,10285040,7379,"-",2,c("g11353.t1", "g11354.t1")
"1805","PAR",10294521,10299471,4951,"-",2,c("g11358.t1", "g11359.t1")
"1806","PAR",10308957,10312604,3648,"-",3,c("g11362.t1", "g11363.t1", "g11364.t1")
"1807","PAR",10313238,10322678,9441,"-",2,c("g11365.t1", "g11366.t1")
"1808","PAR",10323373,10329107,5735,"-",3,c("g11367.t1", "g11368.t1", "g11369.t1")
"1809","PAR",10394950,10401258,6309,"-",3,c("g11387.t1", "g11388.t1", "g11389.t1")
"1810","PAR",10432637,10436484,3848,"-",3,c("g11400.t1", "g11401.t1", "g11402.t1")
"1811","PAR",10454786,10459861,5076,"-",4,c("g11410.t1", "g11410.t2", "g11411.t2", "g11411.t1")
"1812","PAR",10470074,10471754,1681,"-",3,c("g11416.t1", "g11416.t2", "g11417.t1")
"1813","PAR",10503013,10509037,6025,"-",4,c("g11422.t1", "g11423.t1", "g11424.t1", "g11425.t1")
"1814","PAR",10513417,10532242,18826,"-",10,c("g11427.t1", "g11428.t1", "g11429.t1", "g11430.t1", "g11431.t1", "g11432.t1", "g11433.t1", "g11434.t1", "g11435.t1", "g11436.t1")
"1815","PAR",10533956,10536416,2461,"+",2,c("g11437.t1", "g11438.t1")
"1816","PAR",10550323,10553534,3212,"-",2,c("g11443.t1", "g11444.t1")
"1817","PAR",10554060,10555713,1654,"-",3,c("g11445.t1", "g11446.t1", "g11446.t2")
"1818","PAR",10620553,10626146,5594,"-",2,c("g11459.t1", "g11460.t1")
"1819","PAR",10627041,10632520,5480,"-",2,c("g11461.t1", "g11462.t1")
"1820","PAR",10667944,10677979,10036,"-",2,c("g11469.t1", "g11470.t1")
"1821","PAR",10697427,10702583,5157,"-",3,c("g11474.t1", "g11475.t1", "g11476.t1")
"1822","PAR",10703645,10712126,8482,"-",6,c("g11477.t1", "g11477.t2", "g11478.t1", "g11479.t1", "g11480.t1", "g11481.t1")
"1823","PAR",10713090,10721391,8302,"-",5,c("g11482.t1", "g11483.t1", "g11484.t1", "g11485.t1", "g11486.t1")
"1824","PAR",10722172,10731948,9777,"+",5,c("g11487.t1", "g11488.t1", "g11489.t1", "g11490.t1", "g11491.t1")
"1825","PAR",10742576,10747719,5144,"-",4,c("g11498.t1", "g11499.t1", "g11500.t1", "g11501.t1")
"1826","PAR",10834857,10841580,6724,"+",4,c("g11536.t1", "g11537.t1", "g11538.t1", "g11539.t1")
"1827","PAR",10842220,10852270,10051,"-",6,c("g11540.t1", "g11541.t1", "g11542.t1", "g11543.t1", "g11544.t1", "g11545.t1")
"1828","PAR",10854876,10856311,1436,"+",2,c("g11547.t1", "g11548.t1")
"1829","PAR",10914155,10923053,8899,"-",4,c("g11572.t1", "g11573.t1", "g11574.t1", "g11575.t1")
"1830","PAR",10929694,10932239,2546,"-",2,c("g11578.t1", "g11578.t2")
"1831","PAR",10935807,10937996,2190,"-",2,c("g11581.t1", "g11582.t1")
"1832","PAR",10939106,10940312,1207,"-",2,c("g11584.t1", "g11585.t1")
"1833","PAR",10946633,10951530,4898,"-",2,c("g11588.t1", "g11589.t1")
"1834","PAR",11036122,11037983,1862,"-",2,c("g11617.t1", "g11618.t1")
"1835","PAR",11049671,11053932,4262,"+",2,c("g11621.t1", "g11622.t1")
"1836","PAR",11062241,11064608,2368,"-",2,c("g11624.t1", "g11625.t1")
"1837","PAR",11065173,11066400,1228,"-",3,c("g11626.t3", "g11626.t2", "g11626.t1")
"1838","PAR",11076926,11077681,756,"+",2,c("g11631.t1", "g11631.t2")
"1839","PAR",11094100,11107024,12925,"+",2,c("g11633.t1", "g11634.t1")
"1840","PAR",11108148,11112421,4274,"-",2,c("g11635.t2", "g11635.t1")
"1841","PAR",11146738,11149723,2986,"-",2,c("g11645.t1", "g11646.t1")
"1842","PAR",11150116,11152382,2267,"+",2,c("g11647.t1", "g11647.t2")
"1843","PAR",11157153,11162045,4893,"-",5,c("g11650.t1", "g11651.t2", "g11651.t1", "g11652.t1", "g11652.t2")
"1844","PAR",11205478,11206849,1372,"+",2,c("g11668.t1", "g11669.t1")
"1845","PAR",11250118,11252422,2305,"-",2,c("g11686.t1", "g11686.t2")
"1846","PAR",11254077,11259416,5340,"-",5,c("g11687.t1", "g11688.t1", "g11689.t1", "g11690.t1", "g11691.t1")
"1847","PAR",11286908,11293130,6223,"-",2,c("g11696.t1", "g11696.t2")
"1848","PAR",11368234,11380520,12287,"+",4,c("g11716.t1", "g11717.t1", "g11718.t1", "g11719.t1")
"1849","PAR",11395335,11404582,9248,"+",4,c("g11724.t1", "g11725.t1", "g11726.t1", "g11727.t1")
"1850","PAR",11422392,11424009,1618,"-",2,c("g11734.t1", "g11735.t1")
"1851","PAR",11425454,11430794,5341,"-",2,c("g11736.t1", "g11737.t1")
"1852","PAR",11440807,11441316,510,"+",2,c("g11739.t2", "g11739.t1")
"1853","PAR",11504799,11510437,5639,"+",2,c("g11764.t1", "g11765.t1")
"1854","PAR",11534668,11538784,4117,"+",2,c("g11771.t1", "g11772.t1")
"1855","PAR",11596178,11597557,1380,"+",2,c("g11784.t2", "g11784.t1")
"1856","PAR",11601832,11605754,3923,"-",3,c("g11787.t1", "g11787.t2", "g11787.t3")
"1857","PAR",11702995,11713747,10753,"+",4,c("g11813.t4", "g11813.t1", "g11813.t2", "g11813.t3")
"1858","PAR",11704174,11713747,9574,"+",3,c("g11813.t1", "g11813.t2", "g11813.t3")
"1859","PAR",11754386,11756567,2182,"+",2,c("g11823.t1", "g11824.t1")
"1860","PAR",11768230,11776145,7916,"+",4,c("g11828.t1", "g11829.t1", "g11830.t1", "g11830.t2")
"1861","PAR",11860815,11886268,25454,"-",3,c("g11847.t1", "g11847.t2", "g11847.t3")
"1862","PAR",11896039,11898484,2446,"-",2,c("g11852.t1", "g11854.t1")
"1863","PAR",11898565,11899069,505,"-",2,c("g11852.t1", "g11854.t1")
"1864","PAR",11899812,11903524,3713,"-",2,c("g11856.t1", "g11857.t1")
"1865","PAR",11917224,11919807,2584,"-",2,c("g11861.t1", "g11861.t2")
"1866","PAR",11920570,11924577,4008,"-",3,c("g11862.t1", "g11863.t1", "g11864.t1")
"1867","PAR",11925401,11930760,5360,"-",3,c("g11865.t1", "g11866.t2", "g11866.t1")
"1868","PAR",11931768,11938906,7139,"-",4,c("g11867.t1", "g11868.t1", "g11869.t1", "g11869.t2")
"1869","PAR",11939839,11945083,5245,"+",5,c("g11870.t1", "g11871.t1", "g11872.t1", "g11873.t1", "g11874.t1")
"1870","PAR",11947217,11950499,3283,"+",2,c("g11875.t1", "g11876.t1")
"1871","PAR",11968903,11971013,2111,"+",2,c("g11877.t1", "g11878.t1")
"1872","PAR",11978808,12004634,25827,"-",5,c("g11882.t1", "g11882.t3", "g11884.t1", "g11885.t1", "g11886.t1")
"1873","PAR",12005631,12010456,4826,"+",2,c("g11887.t1", "g11888.t1")
"1874","PAR",12011472,12014078,2607,"+",3,c("g11889.t1", "g11889.t2", "g11890.t1")
